,Unnamed: 0,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Longitude,Latitude,GEOID_num,OccDensity,nullcheck,geometry,population,income,demand_scaled
369,2976,42,3,413300,1400000US42003413300,42003413300,4133.0,CT,5744581,0,40.5609349328,-80.0430602392,42003413300.0,,,"POLYGON ((-80.06573499999999 40.566642, -80.06124899999999 40.564738, -80.06054 40.563069999999996, -80.05956599999999 40.564132, -80.05989 40.567459, -80.056998 40.568667, -80.054406 40.566157, -80.05260899999999 40.565857, -80.049522 40.567971, -80.048572 40.567226999999995, -80.044356 40.566765, -80.04364 40.566496, -80.039408 40.561063, -80.036953 40.571939, -80.023515 40.572129, -80.023383 40.570361999999996, -80.024473 40.566171, -80.025168 40.563604999999995, -80.025189 40.562101, -80.024818 40.560839, -80.020866 40.553871, -80.03492299999999 40.553619999999995, -80.03821599999999 40.553495, -80.057187 40.552921999999995, -80.064723 40.552712, -80.06573499999999 40.566642))",4286,43690,0.3227333258190416
32,208,42,3,413400,1400000US42003413400,42003413400,4134.0,CT,4394217,0,40.560944165,-80.00533466729999,42003413400.0,,,"POLYGON ((-80.025168 40.563604999999995, -80.024473 40.566171, -80.01925299999999 40.5642, -80.01657399999999 40.565737, -80.016488 40.567167, -80.006942 40.567384, -80.00029099999999 40.565774999999995, -79.99947399999999 40.565877, -79.99811799999999 40.566949, -79.995083 40.571562, -79.993561 40.571892, -79.989674 40.570330999999996, -79.98952 40.567223, -79.988923 40.553979999999996, -79.98892099999999 40.553937999999995, -79.999588 40.553985999999995, -80.00185499999999 40.553976, -80.007453 40.554035999999996, -80.020866 40.553871, -80.024818 40.560839, -80.025189 40.562101, -80.025168 40.563604999999995))",4526,44859,0.3550832733285877
250,1962,42,3,413500,1400000US42003413500,42003413500,4135.0,CT,8717230,54875,40.5805723054,-80.0078626341,42003413500.0,,,"POLYGON ((-80.037261 40.586199, -80.030872 40.585, -80.027638 40.584894999999996, -80.025499 40.58513, -80.022487 40.587160999999995, -80.02142599999999 40.589478, -80.01795299999999 40.591096, -80.017845 40.591578, -80.01739099999999 40.592002, -80.014556 40.592425999999996, -80.01326999999999 40.592774999999996, -80.012073 40.594372, -80.01034299999999 40.595349, -80.005912 40.595873999999995, -80.00570499999999 40.594117, -80.003197 40.592957, -79.998466 40.594958999999996, -79.99787099999999 40.597515, -79.994879 40.596154999999996, -79.99326599999999 40.596952, -79.990579 40.594705, -79.990189 40.583341, -79.989674 40.570330999999996, -79.993561 40.571892, -79.995083 40.571562, -79.99811799999999 40.566949, -79.99947399999999 40.565877, -80.00029099999999 40.565774999999995, -80.006942 40.567384, -80.016488 40.567167, -80.01657399999999 40.565737, -80.01925299999999 40.5642, -80.024473 40.566171, -80.023383 40.570361999999996, -80.023515 40.572129, -80.02417899999999 40.573955, -80.030169 40.582809, -80.031742 40.584179999999996, -80.033352 40.584907, -80.03747899999999 40.585837999999995, -80.037261 40.586199))",6809,36693,0.2849283668509727
186,1475,42,3,414101,1400000US42003414101,42003414101,4141.01,CT,9630781,0,40.5976479323,-79.9334425819,42003414101.0,,,"POLYGON ((-79.953779 40.578013, -79.951782 40.581106999999996, -79.950327 40.586663, -79.948381 40.590295999999995, -79.94803499999999 40.591446, -79.94713899999999 40.605117, -79.947164 40.605517, -79.947409 40.609085, -79.947558 40.61279, -79.94678499999999 40.615455, -79.936499 40.615738, -79.92061 40.61607, -79.919788 40.597933, -79.919748 40.596318, -79.916119 40.596361, -79.915526 40.584894, -79.919032 40.583189, -79.92030199999999 40.581897, -79.922152 40.581661, -79.92957799999999 40.581464, -79.932433 40.581747, -79.938346 40.581305, -79.94935199999999 40.58096, -79.952663 40.579116, -79.953779 40.578013))",5120,50059,0.34073790590224434
251,1964,42,3,414102,1400000US42003414102,42003414102,4141.02,CT,18148636,6827,40.5919412356,-79.9700194201,42003414102.0,,,"POLYGON ((-79.99114 40.614312999999996, -79.974352 40.614549, -79.968222 40.614785999999995, -79.950741 40.615339999999996, -79.94678499999999 40.615455, -79.947558 40.61279, -79.947409 40.609085, -79.947164 40.605517, -79.94713899999999 40.605117, -79.94803499999999 40.591446, -79.948381 40.590295999999995, -79.950327 40.586663, -79.951782 40.581106999999996, -79.953779 40.578013, -79.954455 40.576736, -79.954762 40.572019999999995, -79.954167 40.569589, -79.954867 40.566981999999996, -79.957657 40.569331, -79.961423 40.570882999999995, -79.96219099999999 40.568866, -79.964685 40.567808, -79.96691799999999 40.568131, -79.964517 40.565613, -79.966387 40.563061, -79.96869699999999 40.563213, -79.976171 40.566064999999995, -79.979711 40.56608, -79.983246 40.567581, -79.989674 40.570330999999996, -79.990189 40.583341, -79.990579 40.594705, -79.99114 40.614312999999996))",7351,44596,0.2973919107224954
187,1476,42,3,414200,1400000US42003414200,42003414200,4142.0,CT,14184938,0,40.5658220985,-79.9455494764,42003414200.0,,,"POLYGON ((-79.989674 40.570330999999996, -79.983246 40.567581, -79.979711 40.56608, -79.976171 40.566064999999995, -79.96869699999999 40.563213, -79.966387 40.563061, -79.964517 40.565613, -79.96691799999999 40.568131, -79.964685 40.567808, -79.96219099999999 40.568866, -79.961423 40.570882999999995, -79.957657 40.569331, -79.954867 40.566981999999996, -79.954167 40.569589, -79.954762 40.572019999999995, -79.954455 40.576736, -79.953779 40.578013, -79.952663 40.579116, -79.94935199999999 40.58096, -79.938346 40.581305, -79.932433 40.581747, -79.92957799999999 40.581464, -79.922152 40.581661, -79.92030199999999 40.581897, -79.919032 40.583189, -79.915526 40.584894, -79.915506 40.583743, -79.91533199999999 40.573080999999995, -79.915083 40.554947, -79.918509 40.554787999999995, -79.936049 40.554114, -79.93867999999999 40.554047, -79.950217 40.554542999999995, -79.958231 40.554263999999996, -79.958424 40.554263, -79.967338 40.55406, -79.97122399999999 40.55414, -79.97928499999999 40.553796, -79.979012 40.555133999999995, -79.982721 40.555152, -79.982755 40.553975, -79.988923 40.553979999999996, -79.98952 40.567223, -79.989674 40.570330999999996))",5811,40169,0.2718976064614435
351,2817,42,3,415001,1400000US42003415001,42003415001,4150.01,CT,32483105,0,40.5808346272,-79.86282971119999,42003415001.0,,,"POLYGON ((-79.915083 40.554947, -79.91533199999999 40.573080999999995, -79.915506 40.583743, -79.915526 40.584894, -79.916119 40.596361, -79.889089 40.597133, -79.871466 40.597693, -79.86926299999999 40.597781999999995, -79.84831199999999 40.598391, -79.826493 40.598898, -79.812592 40.599263, -79.812067 40.58728, -79.81214 40.584516, -79.811443 40.566534, -79.822175 40.566339, -79.822431 40.564674, -79.823641 40.56297, -79.823584 40.561673, -79.83572099999999 40.561189999999996, -79.85038399999999 40.561006, -79.85384499999999 40.560745, -79.856811 40.561941999999995, -79.858496 40.563449999999996, -79.859419 40.56617, -79.86328999999999 40.567130999999996, -79.86654399999999 40.565934, -79.86811399999999 40.566668, -79.869241 40.568160999999996, -79.87216599999999 40.568203, -79.875682 40.571031999999995, -79.881767 40.570955, -79.886085 40.570056, -79.888148 40.568447, -79.890774 40.568281, -79.893791 40.569365999999995, -79.892128 40.571639999999995, -79.893286 40.571841, -79.89701699999999 40.569528, -79.89977499999999 40.569317999999996, -79.902192 40.567541999999996, -79.902523 40.565486, -79.905104 40.563072, -79.905127 40.560911999999995, -79.90681699999999 40.559604, -79.90810499999999 40.555085, -79.910523 40.554665, -79.913527 40.551913, -79.91412 40.549591, -79.914748 40.551702, -79.918509 40.554787999999995, -79.915083 40.554947))",4516,43472,0.26691164590476163
252,1965,42,3,415002,1400000US42003415002,42003415002,4150.02,CT,13018323,0,40.5535579003,-79.9006857566,42003415002.0,,,"POLYGON ((-79.93867999999999 40.554047, -79.936049 40.554114, -79.918509 40.554787999999995, -79.914748 40.551702, -79.91412 40.549591, -79.913527 40.551913, -79.910523 40.554665, -79.90810499999999 40.555085, -79.90681699999999 40.559604, -79.905127 40.560911999999995, -79.905104 40.563072, -79.902523 40.565486, -79.902192 40.567541999999996, -79.89977499999999 40.569317999999996, -79.89701699999999 40.569528, -79.893286 40.571841, -79.892128 40.571639999999995, -79.893791 40.569365999999995, -79.890774 40.568281, -79.888148 40.568447, -79.886085 40.570056, -79.881767 40.570955, -79.875682 40.571031999999995, -79.87216599999999 40.568203, -79.869241 40.568160999999996, -79.86811399999999 40.566668, -79.86654399999999 40.565934, -79.86328999999999 40.567130999999996, -79.859419 40.56617, -79.858496 40.563449999999996, -79.856811 40.561941999999995, -79.85384499999999 40.560745, -79.869 40.560553999999996, -79.86846 40.55227, -79.868343 40.546903, -79.874529 40.54678, -79.87454699999999 40.552101, -79.884422 40.550965, -79.88600799999999 40.548939, -79.889059 40.549321, -79.89080899999999 40.55102, -79.892365 40.550982, -79.89232 40.549515, -79.89710000000001 40.549186999999996, -79.89606599999999 40.548684, -79.895934 40.546144, -79.898477 40.542623, -79.900752 40.543672, -79.90299399999999 40.539581, -79.901775 40.539516, -79.90213899999999 40.537838, -79.904028 40.539515, -79.904348 40.546092, -79.906002 40.546374, -79.91019399999999 40.548300000000005, -79.91019899999999 40.546985, -79.91296 40.546862999999995, -79.912708 40.540866, -79.913654 40.540848, -79.911096 40.537732999999996, -79.913097 40.536165, -79.927146 40.535857, -79.927121 40.534271, -79.937654 40.534152, -79.937714 40.53461, -79.93793699999999 40.539595999999996, -79.93853 40.549855, -79.93867999999999 40.554047))",2673,45690,0.28584962034913197
327,2655,42,3,416000,1400000US42003416000,42003416000,4160.0,CT,5835111,391065,40.5543511458,-79.78719678569999,42003416000.0,,,"POLYGON ((-79.811297 40.561932, -79.806299 40.562061, -79.79819599999999 40.56229, -79.775699 40.562827999999996, -79.77186999999999 40.562967, -79.765946 40.550914999999996, -79.76541499999999 40.549853999999996, -79.76369799999999 40.546025, -79.764172 40.544264, -79.771137 40.544153, -79.774548 40.544024, -79.779535 40.54676, -79.781492 40.548465, -79.783985 40.548415, -79.788866 40.548322999999996, -79.78875699999999 40.545564999999996, -79.795052 40.545378, -79.795248 40.547225, -79.798976 40.549119, -79.807903 40.548899, -79.80805099999999 40.553993999999996, -79.811163 40.553967, -79.81118 40.555577, -79.811297 40.561932))",1574,32216,0.21278125520973304
33,209,42,3,417100,1400000US42003417100,42003417100,4171.0,CT,1098642,0,40.5441495125,-79.7845368542,42003417100.0,,,"POLYGON ((-79.795052 40.545378, -79.78875699999999 40.545564999999996, -79.788866 40.548322999999996, -79.783985 40.548415, -79.781492 40.548465, -79.779535 40.54676, -79.774548 40.544024, -79.771137 40.544153, -79.771576 40.543611999999996, -79.77425699999999 40.542065, -79.778239 40.541381, -79.781222 40.541135, -79.78772 40.541239, -79.790626 40.541137, -79.79483499999999 40.540934, -79.795052 40.545378))",2041,34902,0.37118497311525
253,1966,42,3,417200,1400000US42003417200,42003417200,4172.0,CT,1319446,415228,40.5387921852,-79.7803484124,42003417200.0,,,"POLYGON ((-79.79483499999999 40.540934, -79.790626 40.541137, -79.78772 40.541239, -79.781222 40.541135, -79.778239 40.541381, -79.77425699999999 40.542065, -79.771576 40.543611999999996, -79.771137 40.544153, -79.764172 40.544264, -79.766091 40.540713, -79.768478 40.538779, -79.772762 40.536327, -79.776618 40.534934, -79.778908 40.534487999999996, -79.78375299999999 40.534107999999996, -79.788162 40.534622999999996, -79.794789 40.535785, -79.79483499999999 40.540934))",1285,26444,0.2422691038418517
7,36,42,3,418000,1400000US42003418000,42003418000,4180.0,CT,1198394,223556,40.5427518707,-79.8012601337,42003418000.0,,,"POLYGON ((-79.807903 40.548899, -79.798976 40.549119, -79.795248 40.547225, -79.795052 40.545378, -79.79483499999999 40.540934, -79.794789 40.535785, -79.80501199999999 40.537455, -79.807566 40.537284, -79.80756699999999 40.540802, -79.807903 40.548899))",1697,37128,0.34452659702490934
254,1967,42,3,419000,1400000US42003419000,42003419000,4190.0,CT,15230405,1165654,40.5470164579,-79.8386915627,42003419000.0,,,"POLYGON ((-79.869 40.560553999999996, -79.85384499999999 40.560745, -79.85038399999999 40.561006, -79.83572099999999 40.561189999999996, -79.823584 40.561673, -79.823641 40.56297, -79.822431 40.564674, -79.822175 40.566339, -79.811443 40.566534, -79.811297 40.561932, -79.81118 40.555577, -79.811163 40.553967, -79.80805099999999 40.553993999999996, -79.807903 40.548899, -79.80756699999999 40.540802, -79.807566 40.537284, -79.822086 40.536206, -79.828537 40.535004, -79.835272 40.532634, -79.84230199999999 40.529804, -79.846321 40.527073, -79.848426 40.525126, -79.849434 40.523553, -79.850196 40.521716, -79.850494 40.520508, -79.851755 40.520607, -79.85488 40.520812, -79.85526999999999 40.528788999999996, -79.85550599999999 40.536414, -79.8677 40.535942, -79.868343 40.546903, -79.86846 40.55227, -79.869 40.560553999999996))",3032,33609,0.21458392376144308
8,37,42,3,420000,1400000US42003420000,42003420000,4200.0,CT,767988,373437,40.4922546963,-79.8600099657,42003420000.0,,,"POLYGON ((-79.865968 40.495515, -79.862811 40.49765, -79.85921599999999 40.497693, -79.859175 40.496435, -79.856864 40.498169, -79.851113 40.493601, -79.856537 40.488976, -79.859541 40.487052, -79.861166 40.486352, -79.865498 40.485068999999996, -79.865786 40.491524999999996, -79.865968 40.495515))",1606,24925,0.33376857375925195
276,2075,42,3,421100,1400000US42003421100,42003421100,4211.0,CT,8786031,739389,40.504529217199995,-79.86693868649999,42003421100.0,,,"POLYGON ((-79.891153 40.497034, -79.88735299999999 40.498669, -79.883633 40.499244999999995, -79.87907899999999 40.499454, -79.87862299999999 40.503693999999996, -79.872672 40.503887999999996, -79.87277999999999 40.50971, -79.871676 40.509746, -79.871867 40.517058, -79.872237 40.527164, -79.87173399999999 40.526388, -79.86725899999999 40.522247, -79.86757899999999 40.528512, -79.85526999999999 40.528788999999996, -79.85488 40.520812, -79.851755 40.520607, -79.850494 40.520508, -79.85066499999999 40.51721, -79.850546 40.514188, -79.849451 40.507425, -79.84932599999999 40.506820999999995, -79.84885299999999 40.503658, -79.84967999999999 40.497589, -79.85033899999999 40.49594, -79.851113 40.493601, -79.856864 40.498169, -79.859175 40.496435, -79.85921599999999 40.497693, -79.862811 40.49765, -79.865968 40.495515, -79.865786 40.491524999999996, -79.865498 40.485068999999996, -79.87423799999999 40.48355, -79.876632 40.483315999999995, -79.879559 40.483247, -79.883772 40.483405999999995, -79.8882 40.483948, -79.88817499999999 40.486439999999995, -79.884592 40.487328999999995, -79.884484 40.488949, -79.884604 40.490922, -79.889832 40.491527, -79.89044299999999 40.494777, -79.891153 40.497034))",4615,49123,0.33468822913371665
352,2818,42,3,421200,1400000US42003421200,42003421200,4212.0,CT,9248431,0,40.514661518800004,-79.92322264100001,42003421200.0,,,"MULTIPOLYGON (((-79.90214499999999 40.499766, -79.90105 40.500391, -79.899394 40.497146, -79.900016 40.496100999999996, -79.89786699999999 40.495135, -79.896813 40.493005, -79.89895899999999 40.493147, -79.901712 40.493657999999996, -79.90214499999999 40.499766)), ((-79.937654 40.534152, -79.927121 40.534271, -79.927146 40.535857, -79.913097 40.536165, -79.914476 40.531034999999996, -79.91137499999999 40.531123, -79.913251 40.529917999999995, -79.91152 40.527906, -79.91180899999999 40.527091999999996, -79.915015 40.526998, -79.914676 40.519693, -79.914586 40.517734, -79.914079 40.508596999999995, -79.912902 40.507760999999995, -79.911289 40.508672, -79.908577 40.508736999999996, -79.908318 40.503806, -79.902356 40.503978, -79.90222899999999 40.50024, -79.908065 40.500071, -79.90783499999999 40.495377, -79.908757 40.495574999999995, -79.908771 40.495104, -79.91683599999999 40.496506, -79.925416 40.497292, -79.925417 40.497395999999995, -79.925491 40.49905, -79.927363 40.497671, -79.935572 40.497218, -79.936072 40.497279999999996, -79.93664 40.512128, -79.937654 40.534152)))",4277,42806,0.29207452486830127
188,1477,42,3,422000,1400000US42003422000,42003422000,4220.0,CT,20373338,21834,40.5247256075,-79.8897900371,42003422000.0,,,"POLYGON ((-79.915015 40.526998, -79.91180899999999 40.527091999999996, -79.91152 40.527906, -79.913251 40.529917999999995, -79.91137499999999 40.531123, -79.914476 40.531034999999996, -79.913097 40.536165, -79.911096 40.537732999999996, -79.913654 40.540848, -79.912708 40.540866, -79.91296 40.546862999999995, -79.91019899999999 40.546985, -79.91019399999999 40.548300000000005, -79.906002 40.546374, -79.904348 40.546092, -79.904028 40.539515, -79.90213899999999 40.537838, -79.901775 40.539516, -79.90299399999999 40.539581, -79.900752 40.543672, -79.898477 40.542623, -79.895934 40.546144, -79.89606599999999 40.548684, -79.89710000000001 40.549186999999996, -79.89232 40.549515, -79.892365 40.550982, -79.89080899999999 40.55102, -79.889059 40.549321, -79.88600799999999 40.548939, -79.884422 40.550965, -79.87454699999999 40.552101, -79.874529 40.54678, -79.868343 40.546903, -79.8677 40.535942, -79.85550599999999 40.536414, -79.85526999999999 40.528788999999996, -79.86757899999999 40.528512, -79.86725899999999 40.522247, -79.87173399999999 40.526388, -79.872237 40.527164, -79.871867 40.517058, -79.871676 40.509746, -79.87277999999999 40.50971, -79.872672 40.503887999999996, -79.87862299999999 40.503693999999996, -79.87907899999999 40.499454, -79.883633 40.499244999999995, -79.88735299999999 40.498669, -79.891153 40.497034, -79.89044299999999 40.494777, -79.889832 40.491527, -79.896912 40.492613999999996, -79.896813 40.493005, -79.89786699999999 40.495135, -79.900016 40.496100999999996, -79.899394 40.497146, -79.90105 40.500391, -79.90214499999999 40.499766, -79.90222899999999 40.50024, -79.902356 40.503978, -79.908318 40.503806, -79.908577 40.508736999999996, -79.911289 40.508672, -79.912902 40.507760999999995, -79.914079 40.508596999999995, -79.914586 40.517734, -79.914676 40.519693, -79.915015 40.526998))",5121,92457,0.5636896203086077
34,210,42,3,423000,1400000US42003423000,42003423000,4230.0,CT,907016,88873,40.4929303912,-79.90374128890001,42003423000.0,,,"POLYGON ((-79.908771 40.495104, -79.908757 40.495574999999995, -79.90783499999999 40.495377, -79.908065 40.500071, -79.90222899999999 40.50024, -79.90214499999999 40.499766, -79.901712 40.493657999999996, -79.89895899999999 40.493147, -79.896813 40.493005, -79.896912 40.492613999999996, -79.897604 40.487879, -79.901626 40.488985, -79.90168 40.486218, -79.905354 40.486726, -79.907352 40.4872, -79.907698 40.492292, -79.90775699999999 40.492376, -79.909324 40.493376, -79.908771 40.495104))",2724,50298,0.5642152722973831
370,2977,42,3,424000,1400000US42003424000,42003424000,4240.0,CT,1396351,575883,40.4933732899,-79.9227352146,42003424000.0,,,"POLYGON ((-79.94045 40.496367, -79.936266 40.497271999999995, -79.936072 40.497279999999996, -79.935572 40.497218, -79.927363 40.497671, -79.925491 40.49905, -79.925417 40.497395999999995, -79.925416 40.497292, -79.91683599999999 40.496506, -79.908771 40.495104, -79.909324 40.493376, -79.90775699999999 40.492376, -79.907698 40.492292, -79.907352 40.4872, -79.912483 40.488273, -79.915182 40.488835, -79.917249 40.489258, -79.927922 40.491538, -79.93218 40.491689, -79.935572 40.491490999999996, -79.938012 40.491067, -79.938355 40.490983, -79.938762 40.492259, -79.939279 40.493873, -79.93956399999999 40.494671, -79.93973799999999 40.49499, -79.94045 40.496367))",3358,22177,0.3458687198904121
350,2786,42,3,425000,1400000US42003425000,42003425000,4250.0,CT,1891708,165715,40.4975116858,-79.9475642239,42003425000.0,,,"POLYGON ((-79.958274 40.503868, -79.955221 40.50396, -79.95620000000001 40.505376, -79.950757 40.505525, -79.951888 40.508252, -79.948618 40.508666, -79.947496 40.507477, -79.946139 40.507604, -79.94322799999999 40.507315999999996, -79.94462399999999 40.505728999999995, -79.944788 40.504172, -79.942514 40.501529, -79.940547 40.501483, -79.94045 40.496367, -79.93973799999999 40.49499, -79.93956399999999 40.494671, -79.939279 40.493873, -79.938762 40.492259, -79.938355 40.490983, -79.947617 40.488758, -79.951054 40.487655, -79.954449 40.490818999999995, -79.955713 40.491748, -79.956559 40.493337, -79.954714 40.493946, -79.950167 40.496925999999995, -79.948121 40.498264, -79.94941299999999 40.500594, -79.95067499999999 40.502113, -79.954247 40.502, -79.958266 40.501405999999996, -79.958274 40.503868))",3350,27263,0.31867308659962673
256,2000,42,3,426300,1400000US42003426300,42003426300,4263.0,CT,5214992,0,40.5439514081,-79.9746149325,42003426300.0,,,"POLYGON ((-79.988923 40.553979999999996, -79.982755 40.553975, -79.982721 40.555152, -79.979012 40.555133999999995, -79.97928499999999 40.553796, -79.97122399999999 40.55414, -79.967338 40.55406, -79.958424 40.554263, -79.959541 40.549759, -79.960757 40.547539, -79.964395 40.543822999999996, -79.96465599999999 40.54226, -79.962682 40.538353, -79.963886 40.536379, -79.959918 40.532843, -79.960196 40.53187, -79.96043999999999 40.53279, -79.963308 40.531841, -79.966442 40.533193999999995, -79.96775199999999 40.535064999999996, -79.970548 40.535682, -79.96802199999999 40.532519, -79.971023 40.531801, -79.973373 40.530801, -79.972392 40.529049, -79.97251399999999 40.528726, -79.974766 40.530695, -79.97731399999999 40.530677999999995, -79.97809199999999 40.532455999999996, -79.983758 40.53514, -79.984163 40.536919, -79.986192 40.537039, -79.98831799999999 40.539457, -79.988456 40.543637, -79.98892099999999 40.553937999999995, -79.988923 40.553979999999996))",5970,43120,0.35521946592667936
328,2656,42,3,426400,1400000US42003426400,42003426400,4264.0,CT,3504076,0,40.5218811809,-79.9598423729,42003426400.0,,,"POLYGON ((-79.973373 40.530801, -79.971023 40.531801, -79.96802199999999 40.532519, -79.970548 40.535682, -79.96775199999999 40.535064999999996, -79.966442 40.533193999999995, -79.963308 40.531841, -79.96043999999999 40.53279, -79.960196 40.53187, -79.959918 40.532843, -79.963886 40.536379, -79.962682 40.538353, -79.962226 40.535838999999996, -79.95896599999999 40.532427999999996, -79.957591 40.530936, -79.953734 40.530003, -79.95187 40.528957999999996, -79.950571 40.527204, -79.94988699999999 40.526258, -79.94894599999999 40.524713, -79.949052 40.523471, -79.95293 40.520786, -79.953834 40.519394, -79.955027 40.516251, -79.952726 40.513118, -79.948228 40.510135, -79.947496 40.507477, -79.948618 40.508666, -79.951888 40.508252, -79.950757 40.505525, -79.95620000000001 40.505376, -79.956465 40.506054, -79.957573 40.507646, -79.96025 40.508925, -79.959898 40.509782, -79.96146399999999 40.510757, -79.961349 40.511649, -79.96123899999999 40.512268999999996, -79.961833 40.515654, -79.963466 40.51929, -79.96346199999999 40.520817, -79.967666 40.520274, -79.968595 40.522284, -79.97058799999999 40.522777999999995, -79.970956 40.52493, -79.97308699999999 40.526533, -79.97251399999999 40.528726, -79.972392 40.529049, -79.973373 40.530801))",4061,39444,0.33497792555720557
257,2001,42,3,426700,1400000US42003426700,42003426700,4267.0,CT,3748898,0,40.5163507564,-79.9433130045,42003426700.0,,,"POLYGON ((-79.953834 40.519394, -79.95293 40.520786, -79.949052 40.523471, -79.94894599999999 40.524713, -79.94988699999999 40.526258, -79.950571 40.527204, -79.946913 40.52858, -79.947499 40.529934999999995, -79.945556 40.531822, -79.942469 40.531183, -79.939443 40.531618, -79.937714 40.53461, -79.937654 40.534152, -79.93664 40.512128, -79.936072 40.497279999999996, -79.936266 40.497271999999995, -79.94045 40.496367, -79.940547 40.501483, -79.942514 40.501529, -79.944788 40.504172, -79.94462399999999 40.505728999999995, -79.94322799999999 40.507315999999996, -79.946139 40.507604, -79.947496 40.507477, -79.948228 40.510135, -79.952726 40.513118, -79.955027 40.516251, -79.953834 40.519394))",2301,36569,0.2691690747267262
161,1249,42,3,426800,1400000US42003426800,42003426800,4268.0,CT,5178199,0,40.5421241383,-79.95000634899999,42003426800.0,,,"POLYGON ((-79.964395 40.543822999999996, -79.960757 40.547539, -79.959541 40.549759, -79.958424 40.554263, -79.958231 40.554263999999996, -79.950217 40.554542999999995, -79.93867999999999 40.554047, -79.93853 40.549855, -79.93793699999999 40.539595999999996, -79.937714 40.53461, -79.939443 40.531618, -79.942469 40.531183, -79.945556 40.531822, -79.947499 40.529934999999995, -79.946913 40.52858, -79.950571 40.527204, -79.95187 40.528957999999996, -79.953734 40.530003, -79.957591 40.530936, -79.95896599999999 40.532427999999996, -79.962226 40.535838999999996, -79.962682 40.538353, -79.96465599999999 40.54226, -79.964395 40.543822999999996))",5453,46466,0.3665618974803617
391,3185,42,3,427000,1400000US42003427000,42003427000,4270.0,CT,1599935,151832,40.4817505367,-79.97363523850001,42003427000.0,,,"POLYGON ((-79.982652 40.483063, -79.975146 40.48402, -79.976006 40.493691, -79.976137 40.495217, -79.97108 40.495511, -79.971102 40.495438, -79.97063399999999 40.493477999999996, -79.970185 40.488174, -79.969854 40.483641999999996, -79.971809 40.483574, -79.97272199999999 40.481629, -79.970655 40.480751, -79.967418 40.478986, -79.964756 40.477917, -79.968685 40.47275, -79.970036 40.471108, -79.970767 40.470658, -79.974678 40.469435999999995, -79.977193 40.470848, -79.97457 40.472203, -79.972163 40.475505999999996, -79.973615 40.475759, -79.973596 40.475913, -79.97354 40.476209, -79.974032 40.477230999999996, -79.978642 40.47882, -79.979565 40.477086, -79.982531 40.477281, -79.982563 40.481569, -79.982652 40.483063))",3706,25935,0.3599110058928085
258,2002,42,3,427100,1400000US42003427100,42003427100,4271.0,CT,6252032,0,40.516642481999995,-79.9768838393,42003427100.0,,,"POLYGON ((-79.98831799999999 40.539457, -79.986192 40.537039, -79.984163 40.536919, -79.983758 40.53514, -79.97809199999999 40.532455999999996, -79.97731399999999 40.530677999999995, -79.974766 40.530695, -79.97251399999999 40.528726, -79.97308699999999 40.526533, -79.970956 40.52493, -79.97058799999999 40.522777999999995, -79.968595 40.522284, -79.967666 40.520274, -79.96346199999999 40.520817, -79.963466 40.51929, -79.961833 40.515654, -79.96123899999999 40.512268999999996, -79.961349 40.511649, -79.96146399999999 40.510757, -79.959898 40.509782, -79.96025 40.508925, -79.957573 40.507646, -79.963426 40.507552, -79.96611 40.504504, -79.96936699999999 40.504805999999995, -79.972175 40.502393, -79.974037 40.502424999999995, -79.975844 40.501273999999995, -79.97646999999999 40.500516999999995, -79.977954 40.498813, -79.980159 40.499738, -79.981296 40.501368, -79.985678 40.502435, -79.98647 40.503249, -79.986629 40.506271999999996, -79.986983 40.514483, -79.987591 40.51936, -79.988204 40.524111999999995, -79.988242 40.526959999999995, -79.98831799999999 40.539457))",5446,44199,0.3369420665919306
162,1250,42,3,427200,1400000US42003427200,42003427200,4272.0,CT,4786086,245409,40.4945273619,-79.9652741012,42003427200.0,,,"POLYGON ((-79.985678 40.502435, -79.981296 40.501368, -79.980159 40.499738, -79.977954 40.498813, -79.97646999999999 40.500516999999995, -79.975844 40.501273999999995, -79.974037 40.502424999999995, -79.972175 40.502393, -79.96936699999999 40.504805999999995, -79.96611 40.504504, -79.963426 40.507552, -79.957573 40.507646, -79.956465 40.506054, -79.95620000000001 40.505376, -79.955221 40.50396, -79.958274 40.503868, -79.958266 40.501405999999996, -79.954247 40.502, -79.95067499999999 40.502113, -79.94941299999999 40.500594, -79.948121 40.498264, -79.950167 40.496925999999995, -79.954714 40.493946, -79.956559 40.493337, -79.955713 40.491748, -79.954449 40.490818999999995, -79.951054 40.487655, -79.955351 40.485907, -79.96069 40.482054999999995, -79.96317499999999 40.479766, -79.964756 40.477917, -79.967418 40.478986, -79.970655 40.480751, -79.97272199999999 40.481629, -79.971809 40.483574, -79.969854 40.483641999999996, -79.970185 40.488174, -79.97063399999999 40.493477999999996, -79.971102 40.495438, -79.97108 40.495511, -79.976137 40.495217, -79.976006 40.493691, -79.984077 40.493458, -79.98528 40.493618999999995, -79.985646 40.501953, -79.985678 40.502435))",4799,34075,0.2895176817492652
